0,32765,32763,32765,32767,
1,32524,32767,32638,32698,
2,32263,32767,32573,32541,
3,32110,32767,32456,32508,
4,31963,32767,32443,32433,
5,31832,32767,32360,32402,
6,31730,32767,32349,32335,
7,31638,32767,32272,32317,
8,31697,32767,32296,32399,
9,31638,32767,32248,32409,
10,31518,32767,32258,32311,
11,31517,32767,32199,32355,
12,31512,32767,32194,32327,
13,31472,32767,32152,32337,
14,31440,32767,32166,32301,
15,31384,32767,32124,32296,
16,31748,32767,32178,32492,
17,31708,32767,32142,32489,
18,31624,32767,32135,32435,
19,31596,32767,32101,32437,
20,31591,32767,32107,32428,
21,31561,32767,32078,32435,
22,31520,32767,32081,32398,
23,31495,32767,32065,32419,
24,31642,32767,32083,32523,
25,31575,32767,32069,32502,
26,31568,32767,32057,32483,
27,31509,32767,32052,32478,
28,31523,32767,32053,32468,
29,31530,32767,32017,32499,
30,31477,32767,32024,32438,
31,31443,32767,32011,32451#
