0,32764,32767,32766,32762,
1,32734,32731,32767,32649,
2,32719,32607,32767,32518,
3,32718,32591,32767,32468,
4,32653,32492,32767,32327,
5,32626,32517,32767,32252,
6,32609,32447,32767,32167,
7,32680,32467,32767,32207,
8,32563,32486,32767,31972,
9,32661,32517,32767,32045,
10,32632,32465,32767,31964,
11,32646,32503,32767,31955,
12,32645,32431,32767,31922,
13,32653,32472,32767,31911,
14,32670,32432,32767,31888,
15,32719,32470,32767,31918,
16,32767,32492,32699,31875,
17,32767,32549,32721,31857,
18,32767,32460,32686,31817,
19,32767,32486,32680,31800,
20,32767,32423,32669,31756,
21,32767,32442,32670,31755,
22,32767,32446,32700,31706,
23,32767,32447,32666,31688,
24,32767,32502,32682,31578,
25,32767,32580,32722,31552,
26,32767,32533,32708,31515,
27,32767,32471,32609,31496,
28,32767,32361,32567,31479,
29,32767,32424,32607,31476,
30,32767,32361,32548,31417,
31,32767,32346,32509,31401#
