0,32767,32767,32767,32767,
1,32751,32767,32735,32668,
2,32767,32711,32704,32626,
3,32767,32723,32702,32581,
4,32767,32680,32634,32497,
5,32767,32688,32639,32473,
6,32767,32658,32620,32441,
7,32767,32664,32631,32432,
8,32739,32767,32570,32412,
9,32728,32767,32576,32398,
10,32767,32765,32599,32428,
11,32763,32767,32607,32423,
12,32767,32748,32559,32370,
13,32767,32758,32581,32378,
14,32767,32731,32571,32371,
15,32767,32742,32591,32377,
16,32767,32710,32396,32099,
17,32767,32719,32409,32104,
18,32767,32633,32410,32134,
19,32767,32647,32425,32136,
20,32767,32588,32378,32102,
21,32723,32767,32332,32287,
22,32754,32767,32357,32346,
23,32749,32767,32361,32342,
24,32713,32767,32294,32241,
25,32701,32767,32296,32230,
26,32735,32767,32321,32290,
27,32735,32767,32325,32293,
28,32756,32767,32294,32282,
29,32760,32767,32302,32296,
30,32767,32754,32292,32305,
31,32767,32751,32297,32312#
