0,32761,32767,32763,32757,
1,32701,32767,32727,32743,
2,32759,32767,32726,32762,
3,32690,32767,32700,32754,
4,32744,32755,32664,32767,
5,32674,32767,32646,32751,
6,32728,32767,32662,32760,
7,32654,32767,32629,32739,
8,32545,32767,32578,32724,
9,32491,32767,32562,32726,
10,32559,32767,32577,32752,
11,32476,32767,32541,32710,
12,32540,32767,32532,32716,
13,32478,32767,32497,32695,
14,32540,32767,32524,32722,
15,32470,32767,32506,32701,
16,32442,32767,32420,32577,
17,32401,32767,32395,32556,
18,32409,32767,32424,32589,
19,32378,32767,32399,32576,
20,32407,32767,32368,32563,
21,32386,32767,32362,32577,
22,32412,32767,32377,32589,
23,32382,32767,32353,32580,
24,32260,32767,32315,32545,
25,32232,32767,32291,32535,
26,32275,32767,32313,32573,
27,32236,32767,32292,32556,
28,32265,32767,32277,32547,
29,32241,32767,32258,32546,
30,32271,32767,32273,32555,
31,32249,32767,32256,32553#
