  66.831,  33.563,  36.065,  42.675,  41.203,  24.173,  26.243,  26.424,SR:C01-BI{BPM:1}
 125.403,  42.873,  47.891,  43.085,  67.166,  25.944,  32.305,  39.549,SR:C01-BI{BPM:2}
  44.413,  22.461,  24.065,  21.567, 111.033,   8.390,  13.584,  13.372,SR:C01-BI{BPM:3}
 109.838,  20.799,  22.953,  24.337, 165.606,   6.309,   9.052,   7.813,SR:C01-BI{BPM:4}
  29.868,  13.188,  14.101,  12.399, 136.840,  15.298,  18.582,  23.959,SR:C01-BI{BPM:5}
  88.465,  11.874,  18.777,  12.842,  39.945,  15.688,  18.524,  17.624,SR:C01-BI{BPM:6}
 100.989,  34.384,  36.813,  42.945, 163.246,  26.574,  33.023,  34.577,SR:C02-BI{BPM:1}
 178.234,  29.074,  32.550,  31.259, 155.411,  33.980,  40.910,  49.182,SR:C02-BI{BPM:2}
 104.867,  11.827,  17.370,  19.004, 103.462,  12.164,  13.942,  20.161,SR:C02-BI{BPM:3}
 122.526,   8.587,  12.203,  14.662, 270.593,   7.056,   6.842,  17.980,SR:C02-BI{BPM:4}
 261.018,  27.823,  35.139,  33.646, 154.761,   9.109,  14.086,  14.885,SR:C02-BI{BPM:5}
 127.123,  17.630,  25.585,  21.416,  26.988,  12.342,  14.739,  12.989,SR:C02-BI{BPM:6}
 125.969,   8.820,   9.281,   7.092,  76.509,  16.230,  18.174,  19.115,SR:C02-BI{BPM:7}
  75.189,  24.087,  25.511,  21.144,  36.497,  21.437,  23.978,  23.268,SR:C02-BI{BPM:8}
  98.840,  57.494,  65.200,  60.310,  31.519,  10.172,   8.281,   8.529,SR:C03-BI{BPM:1}
  69.515,  57.286,  60.952,  55.437,  28.902,   8.115,  10.083,  10.210,SR:C03-BI{BPM:2}
 201.112,  91.661, 102.700,  94.545, 185.666,   8.266,  13.516,  12.661,SR:C03-BI{BPM:3}
 173.571,  61.936,  65.835,  68.649,  38.789,  19.991,  22.023,  19.844,SR:C03-BI{BPM:4}
  93.928,  53.065,  59.305,  54.942, 172.521,  36.684,  40.201,  38.407,SR:C03-BI{BPM:5}
  99.619,  90.938,  94.057, 105.130, 191.812,  25.914,  27.054,  26.299,SR:C03-BI{BPM:6}
 252.680,   7.851,  17.831,   9.434, 129.897,  11.978,  12.879,  15.367,SR:C03-BI{BPM:7}
 464.875,  49.220,  57.958,  51.494,  57.775,  11.413,  10.348,  12.494,SR:C03-BI{BPM:8}
 127.620,  92.192, 102.263, 103.987, 166.397,  16.065,  14.810,  25.728,SR:C04-BI{BPM:1}
 248.930,  55.763,  63.557,  58.697, 192.250,  13.683,  14.401,  25.410,SR:C04-BI{BPM:2}
 161.049,  92.250,  97.434,  92.388, 205.764,   5.847,  10.371,  11.455,SR:C04-BI{BPM:3}
  85.783,  63.331,  66.659,  63.753, 366.473,  14.493,  20.451,  21.109,SR:C04-BI{BPM:4}
  58.207,  51.674,  53.072,  55.187, 142.729,  26.815,  33.414,  30.543,SR:C04-BI{BPM:5}
 229.183,  51.159,  52.068,  64.726, 149.683,  23.834,  29.986,  34.379,SR:C04-BI{BPM:6}
 221.115,  87.813,  99.896,  95.703,  70.260,  23.077,  24.417,  21.580,SR:C04-BI{BPM:7}
 169.626,  94.022,  97.478, 101.431, 113.631,  17.680,  22.705,  16.508,SR:C04-BI{BPM:8}
 150.262,  93.312, 105.127,  94.977,  39.143,  17.197,  17.171,  23.707,SR:C04-BI{BPM:9}
 169.123,  97.530, 109.024, 101.872,  58.750,  16.064,  14.390,  17.149,SR:C04-BI{BPM:10}
 113.665,   7.603,  10.382,  11.667, 134.456,   8.079,  11.398,  10.565,SR:C05-BI{BPM:1}
  76.329,  15.808,  16.718,  17.795,  93.886,  19.461,  24.901,  24.743,SR:C05-BI{BPM:2}
  96.632,  23.837,  27.323,  24.140, 127.709,  18.299,  22.784,  21.060,SR:C05-BI{BPM:3}
  44.717,   9.959,  12.567,  10.335, 220.437,  30.482,  37.759,  31.137,SR:C05-BI{BPM:4}
 117.777,  39.545,  41.936,  40.297, 153.504,  45.525,  55.599,  52.588,SR:C05-BI{BPM:5}
  79.075,  54.891,  58.454,  58.802, 163.946,  30.823,  38.193,  37.274,SR:C05-BI{BPM:6}
  86.909,  46.511,  46.575,  48.542,  70.722,  18.369,  21.277,  21.263,SR:C05-BI{BPM:7}
 232.695,  26.304,  32.538,  29.578, 136.653,  10.176,  16.462,  20.516,SR:C05-BI{BPM:8}
 124.460,   4.667,   4.732,  13.181, 108.565,   5.024,  10.640,  10.342,SR:C05-BI{BPM:9}
 188.521,  13.465,  14.076,  20.938, 286.831,   5.073,   8.703,   7.241,SR:C06-BI{BPM:1}
 111.143,   4.316,   6.581,   9.971, 125.113,  13.384,  17.009,  19.489,SR:C06-BI{BPM:2}
  69.084,  43.728,  47.054,  46.319,  62.727,  15.268,  19.388,  16.234,SR:C06-BI{BPM:3}
  63.310,  23.611,  30.458,  25.496,  73.264,  27.574,  30.381,  25.548,SR:C06-BI{BPM:4}
  90.710,  53.600,  61.386,  56.490, 189.902,  38.684,  47.081,  44.098,SR:C06-BI{BPM:5}
 207.043,  44.210,  51.904,  47.272, 104.014,  30.922,  38.223,  33.129,SR:C06-BI{BPM:6}
 170.326,  61.951,  69.385,  66.416,  67.816,  19.806,  26.779,  25.528,SR:C07-BI{BPM:1}
  75.634,  64.701,  66.336,  64.971, 180.583,  33.963,  37.356,  33.594,SR:C07-BI{BPM:2}
 102.617,  87.345,  95.510,  91.451,  78.742,  25.557,  27.181,  24.429,SR:C07-BI{BPM:3}
 147.915,  60.985,  67.061,  68.728,  55.367,  33.693,  41.392,  39.434,SR:C07-BI{BPM:4}
  51.702,  32.013,  32.744,  35.583,  69.323,  45.139,  49.528,  50.375,SR:C07-BI{BPM:5}
  75.219,  63.418,  69.317,  69.416,  56.054,  30.777,  32.654,  26.852,SR:C07-BI{BPM:6}
